4354,ORL,BOS,PG,7.495,10,0,0,0,0,9.4
4795,BKN,ORL,PG,36.5,19,1,3.88,-5.68,1,29.8
5079,BKN,ORL,C,14.5,10,0,5.2,-14.5,1,17.5
5349,BKN,ORL,PG,14.9,10,0,7.455,1.445,1,18.1
5428,BKN,ORL,SG,21,11,0,-7.79,-3.71,1,24.5
5483,BKN,ORL,PF,24.4,13,0,7.635,-0.635,1,11.7
5651,BKN,ORL,SF,19,11,0,-2.825,-2.175,1,13.1
5673,BKN,ORL,PG,12.8,10,0,-1.58,2.78,1,16.7
4285,LAL,LAC,SF,8.9,10,0,0.495,3.005,0,13.1
5011,LAL,LAC,PF,13.3,10,0,0,0,0,32.3
5318,LAL,LAC,PF,29.4,32,0,-14.12,4.42,0,25.2
5329,LAL,LAC,PG,11.6,10,0,-5.18,5.08,0,16.1
5357,LAL,LAC,PG,30.3,22,0,-0.94,0.94,0,12
5383,LAL,LAC,C,14.1,10,0,5.245,-3.945,0,18.5
5433,LAL,LAC,SG,36.2,29,1,12.28,0.22,0,12
5487,LAL,LAC,PF,20.4,11,0,-0.32,2.62,0,20.3
5601,LAL,LAC,SF,14.7,16,0,0,0,0,32
5762,LAL,LAC,SG,12,10,0,10.3,1.8,0,30.7
3407,LAC,LAL,SG,23.4,10,0,1.25,-3.95,1,13.2
3930,LAC,LAL,PG,42.8,44,1,12.9,-3.6,1,48.3
3931,LAC,LAL,SF,14.5,10,0,-9.88,-1.22,1,8.9
3959,LAC,LAL,PF,7.2,10,0,0,0,1,8.8
4139,LAC,LAL,SG,23,12,0,16.95,-4.95,1,29
4478,LAC,LAL,PF,17.6,10,0,-5.215,-1.485,1,2.4
4497,LAC,LAL,C,33.5,29,0,16.205,0.395,1,33.9
4561,LAC,LAL,PF,35.2,43,0,18.07,0.23,1,55.1
3990,PHO,POR,PG,6.975,10,0,8.455,-0.33,0,2.7
4300,PHO,POR,PF,15.86,10,0,20.07,-0.33,0,11
5156,PHO,POR,C,19.755,11,0,5.585,0.06,0,23.4
5325,PHO,POR,SF,31.135,29,0,5.695,3.27,0,35.5
5473,PHO,POR,SG,34.72,28,1,2.4,-2.82,0,44.1
5598,PHO,POR,C,22.65,20,0,-16.66,7.61,0,16
5639,PHO,POR,PF,25.205,17,0,-14.325,1.72,0,38.6
5665,PHO,POR,PG,30.855,24,0,3.895,3.95,0,20.1
5747,PHO,POR,SF,10.51,10,0,4.67,3.92,0,15.2
4717,POR,PHO,SF,18.81,13,0,-8.12,-0.79,1,28.2
4723,POR,PHO,PF,25.125,14,0,10.185,-6.51,1,24.7
5012,POR,PHO,PG,44.89,48,1,-6.205,3.015,1,47.5
5017,POR,PHO,C,20.965,10,0,-5.425,-11.14,1,14.3
5021,POR,PHO,SF,20.455,11,0,-13.625,-0.83,1,20.8
5161,POR,PHO,SG,33.86,33,0,16.47,1.67,1,48
5201,POR,PHO,SG,19.935,10,0,-12.13,-0.205,1,12.9
5320,POR,PHO,PF,20.02,11,0,-4.51,-1.01,1,32.6
3252,DAL,MIL,PF,29.555,22,1,8.685,-0.84,0,28
3822,DAL,MIL,SG,16.83,10,0,-11.325,-3.505,0,17.1
4203,DAL,MIL,SG,23.85,10,0,7.095,-6.045,0,24.9
4694,DAL,MIL,SG,23.98,18,0,-4.24,-0.14,0,18.2
5013,DAL,MIL,SF,27.92,24,0,5.77,-0.59,0,33.9
5157,DAL,MIL,C,24.6,18,0,-8.185,1.785,0,18.6
5536,DAL,MIL,C,12.415,10,0,8.27,-5.185,0,5.6
5693,DAL,MIL,SF,7.905,10,0,6.75,-0.055,0,4.1
5720,DAL,MIL,PG,21.325,10,0,10.42,-6.645,0,27.3
3333,MIL,DAL,SG,11.64,10,0,-2.79,0.55,1,9
4288,MIL,DAL,PF,3.32,10,0,-3.425,7.605,1,2.6
4388,MIL,DAL,PF,8.9,16,0,0,0,1,4.2
4722,MIL,DAL,C,26.805,18,0,-0.075,1.37,1,16.7
5073,MIL,DAL,SF,29.405,28,0,8.495,-0.7,1,27.5
5095,MIL,DAL,PF,15.43,10,0,0.665,-3.195,1,5
5185,MIL,DAL,PF,43.505,52,1,5.41,-0.615,1,69.5
5190,MIL,DAL,SG,16.665,10,0,-11.89,-0.075,1,16.7
5249,MIL,DAL,SG,11.71,10,0,0.055,1.935,1,25
5641,MIL,DAL,C,10.905,10,0,0.765,-2.27,1,12.7
3928,CHA,OKC,PF,26.205,24,0,10.555,0.14,0,18.7
4296,CHA,OKC,SF,14.08,10,0,16.745,1.675,0,14.8
4487,CHA,OKC,SG,31.675,25,0,-2.085,-2.29,0,34.9
4890,CHA,OKC,PG,38.97,41,1,-8.665,-3.005,0,45.6
5008,CHA,OKC,SF,23.8,15,0,-8.5,-3.3,0,26.7
5018,CHA,OKC,SG,13.7,10,0,-3.825,1.825,0,18.1
5060,CHA,OKC,C,4.09,10,0,10.2,-4.09,0,4.2
5155,CHA,OKC,C,25.34,14,0,-11.65,-0.49,0,21.8
5469,CHA,OKC,PF,21.545,24,0,-2.13,0.885,0,26.9
4390,OKC,CHA,PG,59.27,64,1,28.29,3.54,1,72.1
4899,OKC,CHA,C,27.125,17,0,3.33,-3.455,1,9.2
5153,OKC,CHA,SG,31.845,22,0,-5.395,-2.45,1,30.6
5163,OKC,CHA,C,24.55,15,0,-1.59,-2.16,1,12.4
5196,OKC,CHA,SF,19.91,10,0,8.89,-1.5,1,23.7
5202,OKC,CHA,SG,10.185,10,0,4.05,-0.535,1,1.4
5322,OKC,CHA,SF,6.135,10,0,-8.615,2.48,1,2.4
5350,OKC,CHA,PF,8.56,10,0,0.195,1.845,1,15.1
5366,OKC,CHA,PG,7.82,10,0,-3.87,1.25,1,5
5642,OKC,CHA,PF,14.36,10,0,-1.335,-6.125,1,6.7
3954,WAS,GS,C,14.5,10,0,1.965,-0.365,0,17.9
3983,WAS,GS,C,22.065,15,0,-2.445,-3.32,0,11.6
4615,WAS,GS,PG,12.85,10,0,-5.155,-0.295,0,21.4
4716,WAS,GS,PG,44.73,50,1,19.48,-2.31,0,36.5
4894,WAS,GS,PF,26.96,21,0,-5.88,-2.28,0,21.8
4913,WAS,GS,SG,14.51,13,0,-10.325,1.715,0,31.7
5009,WAS,GS,SG,34.41,34,0,1.52,-0.43,0,31.9
5154,WAS,GS,SF,21.875,25,0,-14.58,4.105,0,28.7
5475,WAS,GS,SF,14.975,10,0,6.545,-1.32,0,10.4
3643,GS,WAS,SF,19.53,10,0,-1.095,-4.935,1,9.4
3721,GS,WAS,PF,13.87,10,0,17.44,-0.51,1,19.6
3745,GS,WAS,C,13.13,10,0,2.235,-0.565,1,16.5
3821,GS,WAS,PG,11.9,10,0,-0.535,-0.865,1,27.4
3826,GS,WAS,SG,22.44,11,0,5.5,-0.24,1,19.9
4480,GS,WAS,C,10.29,10,0,8.825,-2.315,1,24.2
4612,GS,WAS,PG,46.11,49,1,10.26,-5.27,1,60.7
4892,GS,WAS,SG,36.185,32,0,-3.76,-3.025,1,32.7
5069,GS,WAS,PF,37.1,38,0,-19.445,-3.455,1,45.4
5237,GS,WAS,PG,13.53,10,0,-5.125,-0.405,1,6.1
5669,GS,WAS,SF,7.85,10,0,0.78,1.37,1,5.7
3601,ATL,BKN,SG,10.63,10,0,0.56,0.11,0,2.7
3818,ATL,BKN,C,39.03,28,0,15.41,-1.44,0,21.2
3962,ATL,BKN,PF,26.855,22,0,-5.535,1.78,0,10.5
3989,ATL,BKN,PG,5.035,10,0,-7.435,6.3,0,4.6
5102,ATL,BKN,SG,19.165,11,0,19.04,-0.405,0,18.7
5187,ATL,BKN,PG,40.08,30,1,-19.965,-2.015,0,36
5194,ATL,BKN,SG,26.86,23,0,-3.04,0.28,0,18.2
5214,ATL,BKN,PF,8.04,10,0,1.205,1.055,0,11.1
5643,ATL,BKN,SF,19.945,15,0,-7.295,1.65,0,28.5
4135,BKN,ATL,SG,9.295,10,0,-5.715,-0.38,1,13.1
4472,BKN,ATL,C,32.31,27,0,-5.15,1.64,1,53
4754,BKN,ATL,PF,18.125,16,0,-6.635,0.31,1,22.4
4795,BKN,ATL,PG,29.025,19,0,-5.09,1.565,1,29.2
5349,BKN,ATL,PG,14.62,10,0,5.185,0.295,1,15.9
5428,BKN,ATL,SG,17.83,10,0,6.555,-4.985,1,18.7
5483,BKN,ATL,PF,22.58,13,0,6.49,-1.77,1,26
5651,BKN,ATL,SF,18,11,0,6.2,-0.3,1,13.4
5673,BKN,ATL,PG,15.725,10,0,-11.92,0.795,1,10.8
3960,IND,CLE,SG,19.13,10,0,5.89,-3.92,0,41.7
3966,IND,CLE,SG,24.58,12,0,-14.78,-0.7,0,19.2
4290,IND,CLE,PF,24.485,15,0,17.34,-3.725,0,29.8
4304,IND,CLE,PG,12.145,10,0,14.335,-2.58,0,5.4
4624,IND,CLE,PG,34.705,28,0,-20.4,-2.605,0,39.3
4725,IND,CLE,SF,42.185,42,1,-1.19,-2.895,0,75.3
4771,IND,CLE,SG,11.4,10,0,0,0,0,11.1
4932,IND,CLE,PF,10.645,10,0,3.795,-0.24,0,9.8
5471,IND,CLE,C,32.08,22,0,-11.175,-3.405,0,18.6
3523,CLE,IND,SF,11.475,10,0,0,0,1,2.7
3704,CLE,IND,SF,48.87,57,1,0.54,1.09,1,83.2
3835,CLE,IND,SG,19.66,10,0,7.005,-3.065,1,34
3929,CLE,IND,PG,15.285,10,0,13.41,-12.495,1,18
3934,CLE,IND,PF,14.885,10,0,0.235,0.28,1,20.2
4391,CLE,IND,PF,34.14,36,0,-6.295,1.155,1,33.4
4840,CLE,IND,PG,36.795,43,0,-12.485,4.59,1,41.5
4883,CLE,IND,SF,5.16,10,0,13.41,-2.37,1,18
4884,CLE,IND,C,22.52,14,0,5.525,-2.245,1,22.8
4898,CLE,IND,SF,15.385,10,0,-1.435,-1.05,1,7.9
4301,DEN,MIA,PF,24.815,29,0,-0.49,5.475,0,37.3
4468,DEN,MIA,SF,28.015,25,0,-4.01,0.195,0,40.5
4904,DEN,MIA,PF,25.66,16,0,13.17,-11.03,0,20.6
5330,DEN,MIA,SG,24.86,21,0,4.355,1.185,0,18.6
5352,DEN,MIA,C,40.91,46,1,-3.43,2.62,0,44.5
5467,DEN,MIA,PG,11.475,10,0,0,0,0,35.3
5638,DEN,MIA,PG,20.95,10,0,-9.855,-5.195,0,18.1
4507,MIA,DEN,PG,34.085,33,0,9.78,1.535,1,29.7
4621,MIA,DEN,PF,23.69,24,0,10.21,6.5,1,20.1
4633,MIA,DEN,SG,14.375,10,0,-0.41,-1.065,1,8.7
4731,MIA,DEN,PF,10.45,10,0,-5.915,0.165,1,14.9
4764,MIA,DEN,C,39.02,37,1,-7.69,-1.03,1,38.4
5146,MIA,DEN,C,14.075,10,0,-7.465,1.09,1,19.4
5270,MIA,DEN,SG,16.62,10,0,-11.475,-0.145,1,23.7
5376,MIA,DEN,PG,24.135,19,0,-2.905,1.67,1,27.6
5500,MIA,DEN,SG,22.555,12,0,6.735,0.91,1,31.1
5697,MIA,DEN,PF,4.755,10,0,10.035,-2.29,1,7.1
3944,BOS,NY,SF,5.6,10,0,0,0,0,0.7
3982,BOS,NY,PF,17.915,10,0,-5.64,2.325,0,10.1
4245,BOS,NY,C,34.245,27,0,-3.39,-1.155,0,23.4
4644,BOS,NY,SF,11.63,10,0,-8.44,-2.99,0,16.8
4942,BOS,NY,PG,40.03,46,1,9.665,-0.195,0,33.4
5023,BOS,NY,C,5.8,10,0,0,0,0,4.4
5068,BOS,NY,SF,28.68,25,0,-13.04,0.26,0,14.5
5164,BOS,NY,PF,16.805,11,0,-16.585,-0.22,0,24.3
5317,BOS,NY,PG,23.1,16,0,9.7,-0.6,0,23.4
5476,BOS,NY,PG,13.16,10,0,-0.175,-6.285,0,25.9
5602,BOS,NY,SF,18.115,10,0,-7.785,-5.63,0,19.9
3844,NY,BOS,SG,17.025,10,0,5.535,-15.56,1,17.5
4484,NY,BOS,SG,20.235,13,0,0.38,-0.215,1,28.6
5083,NY,BOS,C,18.425,10,0,-2.885,-0.54,1,23.8
5142,NY,BOS,SG,17.62,10,0,-1.3,-4.22,1,10.2
5464,NY,BOS,PF,38.24,33,1,-0.595,-1.545,1,17.2
5495,NY,BOS,C,29.84,18,0,-4.59,-3.95,1,22.1
5694,NY,BOS,SF,11.56,10,0,-5.64,6.58,1,15.2
5704,NY,BOS,PG,23.9,10,0,-2.56,-7.84,1,15.1
5706,NY,BOS,PG,6.8,10,0,13.88,-1.88,1,16.4
4149,CHI,NO,PG,31.98,21,0,14.29,-1.97,0,37.3
4477,CHI,NO,C,27.735,10,0,5.92,-6.455,0,12.8
4905,CHI,NO,PF,29.84,17,0,19.735,-5.075,0,18.8
4912,CHI,NO,SG,42.35,48,1,-0.955,2.305,0,58.2
5162,CHI,NO,PG,10.845,10,0,-3.14,3.195,0,15.6
5225,CHI,NO,PF,11.74,10,0,-1.145,-2.695,0,23.5
5482,CHI,NO,PF,15.3,10,0,-1,2,0,35.7
5645,CHI,NO,SG,20.755,10,0,4.365,-1.92,0,16.1
5679,CHI,NO,SF,14.695,10,0,-17.045,2.35,0,18.3
4622,NO,CHI,SG,33.15,30,0,5.82,-0.47,1,29.2
4638,NO,CHI,SF,12.085,10,0,10.455,0.36,1,13.7
4720,NO,CHI,C,47.72,50,0,14.86,-3.88,1,48.1
4758,NO,CHI,SG,23.055,13,0,2.975,-3.33,1,22
4937,NO,CHI,SG,15.515,10,0,-1.935,0.42,1,16.9
5007,NO,CHI,PF,47.695,55,0,3.06,2.845,1,51.7
5193,NO,CHI,SF,19.805,11,0,-4.425,-2.08,1,13.8
5414,NO,CHI,PG,21.27,10,0,-10.405,-2.965,1,13.6
4306,PHI,TOR,C,6.845,10,0,0.295,0.46,0,8.9
4617,PHI,TOR,SG,14.77,10,0,-4.61,2.14,0,19.8
5319,PHI,TOR,SG,17.31,10,0,9.545,3.645,0,23.7
5323,PHI,TOR,PF,28.365,36,0,-6.475,8.51,0,20.6
5481,PHI,TOR,PF,21.205,12,0,-4.13,-0.675,0,18.6
5497,PHI,TOR,C,30.245,18,0,11.615,-2.26,0,16.4
5582,PHI,TOR,PG,26.13,20,0,-2.395,4.365,0,23.7
5655,PHI,TOR,SG,19.145,10,0,5.755,0.6,0,27.1
5725,PHI,TOR,C,23.175,10,0,-4.625,-4.85,0,22.5
4486,TOR,PHI,PF,24.19,25,0,-5.26,2.47,1,45.2
4614,TOR,PHI,SG,39.14,42,1,5.545,0.515,1,28.7
4632,TOR,PHI,SF,16.64,10,0,-5.62,-1.42,1,18
4729,TOR,PHI,PF,14.165,10,0,-0.915,0.45,1,9.4
4886,TOR,PHI,C,27.53,16,0,17.575,-5.105,1,30.1
4911,TOR,PHI,PG,21.48,14,0,17.77,2.65,1,23.5
5480,TOR,PHI,PG,15.69,10,0,-6.64,-1.05,1,18.9
5506,TOR,PHI,SG,12.12,10,0,-1.085,2.065,1,16.4
5640,TOR,PHI,C,8.395,10,0,-4.51,0.915,1,25
3520,UTA,SA,SF,16.175,11,0,3.72,2.705,0,21.6
3724,UTA,SA,PF,11.905,10,0,12.26,-2.565,0,23.1
4724,UTA,SA,SF,35.395,35,0,-5.28,0.785,0,26.1
4916,UTA,SA,PG,17.445,10,0,9.215,-3.86,0,21.2
5197,UTA,SA,C,35.875,36,0,-3.475,1.6,0,54.3
5209,UTA,SA,C,8.3,10,0,7.685,-0.885,0,9.8
5316,UTA,SA,PG,14.38,10,0,-11.39,1.61,0,16.1
5334,UTA,SA,SG,18.03,15,0,5.76,4.91,0,11.7
5393,UTA,SA,SG,17,11,0,8.775,2.125,0,20.8
3513,SA,UTA,C,26.055,17,0,17.33,-3.785,1,32.4
3527,SA,UTA,PG,17.325,10,0,-13.145,2.02,1,29.3
4896,SA,UTA,SF,38.92,50,1,-14.245,7.225,1,42.8
4926,SA,UTA,SF,10.5,10,0,6.4,-10.5,1,20.8
5256,SA,UTA,C,17.195,10,0,1.795,-2.99,1,24.5
5341,SA,UTA,SG,11.915,10,0,1.295,-7.51,1,28
5526,SA,UTA,SF,11.725,10,0,-10.94,-0.785,1,22.7
5726,SA,UTA,PG,4.5,10,0,3.7,-4.5,1,15.9
3531,MEM,LAL,PF,34.61,21,0,-4.005,-2.905,0,20.7
3842,MEM,LAL,SG,23.68,11,0,1.055,-3.135,0,33.8
4246,MEM,LAL,PG,38.085,38,1,20.33,0.685,0,47.6
4286,MEM,LAL,C,22.08,10,0,6.66,-5.44,0,21.6
5220,MEM,LAL,SF,22.675,10,0,9.37,-8.045,0,32.6
5282,MEM,LAL,SG,22.665,10,0,-5.315,-7.65,0,30.9
5648,MEM,LAL,PG,9.225,10,0,1.5,-9.225,0,5.5
4285,LAL,MEM,SF,7.445,10,0,5.755,3.2,1,10.7
5011,LAL,MEM,PF,13.635,10,0,12.6,-13.635,1,27.5
5318,LAL,MEM,PF,27.18,30,0,-1.08,2.5,1,34.7
5329,LAL,MEM,PG,12.105,10,0,2.895,5.7,1,17.4
5357,LAL,MEM,PG,25.72,22,0,-0.375,4.755,1,15.1
5433,LAL,MEM,SG,30.975,29,1,-7.33,4.955,1,39.2
5487,LAL,MEM,PF,17.8,11,0,-11.835,3.435,1,37.8
5601,LAL,MEM,SF,14.6,16,0,0,0,1,19.1
5762,LAL,MEM,SG,16.25,10,0,-2.085,-1.465,1,5.2
3605,HOU,PHO,C,20.96,10,0,-11.05,1.69,0,25
3971,HOU,PHO,PG,28.685,21,0,-5.98,-0.605,0,27.8
4469,HOU,PHO,SG,24.035,16,0,-12.495,1.46,0,45.7
4647,HOU,PHO,SG,22.27,17,0,-2.09,0.92,0,51.1
5336,HOU,PHO,C,26.935,17,0,-5.425,0.89,0,24.9
