James Harden,HOU,SG,12th,32.1,77,36.0,33.67,51.31,77
Damian Lillard,POR,PG,4th,18.8,57,35.2,31.85,35.19,73
Kemba Walker,CHA,PG,30th,24.6,58.7,33.3,34.68,39.19,74
C.J. McCollum,POR,SG,5th,20.2,58.4,34.0,33.66,36.55,70
Nicolas Batum,CHA,SG,30th,23.3,54.8,34.0,35.70,36.81,73
Harrison Barnes,DAL,PF,3rd,12.8,41.2,35.3,32.40,25.01,73
Serge Ibaka,ORL,PF,29th,14.7,50,29.9,32.30,29.85,65
Nikola Vucevic,ORL,C,13th,22.5,57.8,28.0,31.00,37.60,69
Brook Lopez,BKN,C,10th,19.5,53.5,28.9,32.55,34.05,71
Mason Plumlee,POR,C,2nd,17.7,49.3,27.6,31.50,31.25,69
Elfrid Payton,ORL,PG,17th,12.1,53.5,28.8,32.55,29.82,57
Trevor Ariza,HOU,SF,23rd,11.5,37.9,34.1,33.84,22.81,71
Seth Curry,DAL,SG,12th,16.5,48.2,27.4,36.72,30.07,57
Aaron Gordon,ORL,SF,29th,6.5,38.3,27.2,28.00,20.13,58
Patrick Beverley,HOU,PG,23rd,15,39.9,30.7,30.72,25.68,73
Ryan Anderson,HOU,PF,17th,8.1,44.5,30.4,33.28,23.73,56
Trevor Booker,BKN,PF,19th,8.5,38,25.7,21.00,21.13,67
Evan Fournier,ORL,SG,30th,18.5,51.1,32.2,34.65,32.43,64
Wesley Matthews,DAL,SF,13th,16.3,44.3,34.8,37.45,28.27,69
Dirk Nowitzki,DAL,C,22nd,17.3,45.3,25.1,30.52,29.30,67
Eric Gordon,HOU,SG,12th,14.1,42.8,29.9,31.90,26.41,69
Michael Kidd-Gilchrist,CHA,SF,30th,13.2,40.5,28.9,28.08,24.85,65
Clint Capela,HOU,C,27th,24.7,51.7,23.0,29.12,36.28,69
Al-Farouq Aminu,POR,PF,9th,15.2,41.4,28.3,31.68,26.42,66
Evan Turner,POR,SF,5th,9.5,34.3,25.8,25.10,20.11,66
Marvin Williams,CHA,PF,16th,18,43.8,27.2,30.30,29.06,67
Yogi Ferrell,DAL,PG,12th,10.1,54.8,21.9,38.11,29.23,24
Sean Kilpatrick,BKN,SG,25th,5.8,42.5,26.2,26.39,21.56,54
Frank Kaminsky,CHA,PF,25th,16.6,46.3,23.8,31.68,29.30,58
Bojan Bogdanovic,BKN,SF,19th,13.6,42.4,26.2,30.80,25.96,61
Rondae Hollis-Jefferson,BKN,PF,25th,10.9,39.2,21.1,24.15,23.06,56
Jeremy Lamb,CHA,SG,22nd,0.8,36.5,17.1,17.10,16.13,41
Maurice Harkless,POR,SF,9th,5.2,34.2,28.8,26.16,17.61,60
Dwight Powell,DAL,PF,22nd,0,25.8,18.6,10.60,10.05,54
Dorian Finney-Smith,DAL,SF,3rd,0,22.5,22.0,14.10,7.26,33
Devin Harris,DAL,SG,12th,5.8,30.1,15.6,18.80,16.22,39
Randy Foye,BKN,SG,25th,6.1,30,18.2,24.25,16.34,42
Justin Anderson,DAL,SF,3rd,0,21.1,14.2,3.72,4.07,34
Spencer Dinwiddie,BKN,PG,21st,4.4,31.4,20.6,22.66,15.98,47
Joe Harris,BKN,SF,25th,3.2,28.8,21.8,22.56,14.15,51
Salah Mejri,DAL,C,28th,0,30.3,12.9,15.30,12.96,17
Justin Hamilton,BKN,C,10th,5.4,32.3,19.3,18.53,16.92,51
Isaiah Whitehead,BKN,PG,21st,1.2,25.2,21.6,15.00,11.51,54
Mario Hezonja,ORL,SF,30th,0,19.5,9.8,8.00,6.90,7
Nene Hilario,HOU,C,17th,4.8,28.2,16.6,13.60,14.81,57
Corey Brewer,HOU,SG,23rd,0,17.1,14.9,10.56,6.26,40
Sam Dekker,HOU,PF,23rd,2.4,29.6,19.1,17.86,14.04,49
Allen Crabbe,POR,SG,5th,7.1,34.2,28.1,27.50,18.70,55
Noah Vonleh,POR,PF,1st,3.5,25,12.1,16.49,12.71,32
Marco Belinelli,CHA,SG,22nd,5.4,31.3,24.1,21.00,16.53,59
Miles Plumlee,CHA,C,25th,2.1,23.9,9.4,15.12,11.42,3
Brian Roberts,CHA,PG,30th,5.5,22,6.2,15.40,12.58,0
C.J. Watson,ORL,SG,17th,3.9,31.2,16.1,24.20,15.61,22
D.J. Augustin,ORL,PG,17th,7.3,29.8,20.0,24.61,16.96,59
Bismack Biyombo,ORL,C,29th,1.3,31.3,23.4,16.70,14.13,53
Ed Davis,POR,C,1st,0,24.4,16.5,15.00,10.41,41