James Harden,HOU,PG,37.03,5.05,3.38,8.16,11.03,1.57,0.53,5.87,30.20
Kemba Walker,CHA,PG,35.30,5.49,3.41,4.74,6.04,1.45,0.39,2.35,26.31
Damian Lillard,POR,PG,35.47,4.80,3.29,4.48,5.47,0.59,0.25,3.15,24.39
Nikola Vucevic,ORL,C,30.61,9.80,0.09,9.14,2.91,1.04,0.89,2.30,21.54
CJ McCollum,POR,SG,31.47,5.60,2.34,3.18,3.26,0.77,0.36,2.43,21.03
Brook Lopez,BKN,C,29.67,6.71,0.82,5.84,2.24,0.56,1.47,2.33,20.49
Seth Curry,DAL,SG,33.29,3.25,2.72,3.54,3.53,1.34,0.18,1.81,16.24
Harrison Barnes,DAL,SF,28.24,5.76,0.72,4.56,1.31,0.61,0.18,1.03,16.21
Evan Fournier,ORL,SG,33.71,3.49,2.25,3.09,3.50,1.15,0.05,2.65,15.94
Serge Ibaka,ORL,PF,31.46,4.90,1.38,6.85,1.09,0.77,1.42,1.58,15.22
Wesley Matthews,DAL,SF,34.20,1.74,3.34,3.89,2.43,1.01,0.22,1.30,15.19
Nicolas Batum,CHA,SG,35.66,3.06,2.01,7.26,7.21,1.18,0.62,2.83,15.11
Ryan Anderson,HOU,PF,28.50,2.26,2.65,5.38,1.06,0.57,0.28,1.06,14.99
Dirk Nowitzki,DAL,PF,23.37,4.33,1.25,4.86,1.32,0.52,0.56,0.85,14.70
Bojan Bogdanovic,BKN,SF,26.86,2.52,2.52,3.70,1.58,0.27,0.06,1.73,14.24
Eric Gordon,HOU,SG,23.73,1.58,3.03,2.08,2.28,0.52,0.44,1.44,14.10
Marvin Williams,CHA,PF,30.55,2.27,2.40,6.57,1.65,1.02,0.90,0.79,13.18
Elfrid Payton,ORL,PG,33.30,4.97,0.49,4.29,7.36,1.25,0.43,3.32,12.90
Sean Kilpatrick,BKN,PG,26.69,2.70,1.84,3.92,2.24,0.58,0.13,2.03,12.67
Clint Capela,HOU,C,20.96,5.13,0.00,7.03,0.77,0.55,1.26,1.10,11.83
Aaron Gordon,ORL,SF,29.68,3.32,1.02,5.80,2.32,0.78,0.48,1.31,11.26
Yogi Ferrell,DAL,PG,25.06,1.58,1.99,2.37,3.49,0.83,0.37,1.81,10.82
Trevor Ariza,HOU,SF,32.77,1.08,2.49,5.30,2.28,1.61,0.28,1.06,10.79
Michael Kidd-Gilchrist,CHA,SF,30.56,3.99,0.01,7.93,1.60,0.83,1.16,0.88,10.59
Montrezl Harrell,HOU,PF,17.36,4.06,0.00,3.28,1.13,0.40,0.72,0.86,10.19
Marco Belinelli,CHA,SG,20.55,1.82,1.36,2.20,1.87,0.54,0.09,0.84,9.60
Frank Kaminsky,CHA,PF,22.89,2.20,1.18,4.59,1.88,0.67,0.57,0.83,9.48
Mason Plumlee,POR,C,27.99,3.55,0.00,7.93,3.28,0.73,0.84,1.92,9.45
Patrick Beverley,HOU,SG,31.95,1.77,1.60,5.35,4.77,1.34,0.48,1.55,9.35
Evan Turner,POR,SG,25.71,3.46,0.26,4.06,3.73,0.67,0.24,2.01,9.33
Jeremy Lamb,CHA,SG,18.13,2.51,0.64,4.01,1.24,0.55,0.50,0.59,8.84
Allen Crabbe,POR,SG,23.67,1.66,1.39,2.47,1.04,0.49,0.13,0.86,8.72
D.J. Augustin,ORL,PG,20.88,1.01,1.71,1.58,3.72,0.52,0.04,1.71,8.40
Joe Harris,BKN,SG,20.00,1.14,1.84,2.68,1.11,0.46,0.10,0.97,8.24
Trevor Booker,BKN,PF,24.08,3.23,0.14,7.72,2.02,0.93,0.63,1.67,7.82
Mike Tobey,CHA,C,12.78,2.94,0.12,4.08,0.81,0.36,0.70,0.74,7.67
Nene Hilario,HOU,C,13.57,2.89,0.00,3.21,0.95,0.52,0.48,1.01,7.67
Dwight Powell,DAL,PF,15.59,2.59,0.06,4.06,0.70,0.59,0.49,0.50,7.52
Justin Hamilton,BKN,PF,17.53,1.92,1.08,4.30,0.80,0.32,0.72,0.71,7.46
Devin Harris,DAL,PG,21.87,1.46,1.02,2.41,2.49,0.67,0.18,1.15,7.30
Maurice Harkless,POR,SF,23.04,2.37,0.58,3.62,0.79,0.60,0.49,1.07,7.30
Al-Farouq Aminu,POR,PF,29.67,1.18,1.26,6.48,1.96,0.86,0.48,1.64,7.20
Isaiah Whitehead,BKN,PG,20.52,2.32,0.50,2.57,2.63,0.42,0.52,2.05,7.13
Rondae Hollis-Jefferson,BKN,SG,22.86,2.33,0.10,5.24,1.93,0.83,0.58,1.46,6.86
Justin Anderson,DAL,SG,13.69,1.22,0.73,3.04,0.76,0.43,0.47,0.76,6.27
Spencer Dinwiddie,BKN,PG,22.35,1.81,0.33,2.99,3.11,0.40,0.36,1.35,6.22
Sam Dekker,HOU,SF,15.28,1.65,0.66,3.26,0.95,0.46,0.27,0.61,6.17
Randy Foye,BKN,PG,20.62,0.86,1.30,2.50,2.25,0.37,0.31,1.41,6.12
Salah Mejri,DAL,C,17.64,2.32,0.00,5.48,0.37,0.56,1.38,1.10,6.04
Ray McCallum,CHA,PG,16.45,1.82,0.45,2.08,2.36,0.52,0.34,0.91,5.96
Mario Hezonja,ORL,SG,14.68,1.25,0.91,1.98,1.14,0.42,0.18,1.35,5.68
Luis Scola,BKN,PF,12.42,1.71,0.52,3.09,0.62,0.24,0.17,0.76,5.51
CJ Watson,ORL,PG,21.65,1.21,0.62,2.20,2.91,0.83,0.10,1.22,5.22
Meyers Leonard,POR,PF,13.22,1.02,0.95,2.93,0.76,0.07,0.16,0.71,5.18
Bismack Biyombo,ORL,PF,18.38,1.93,0.00,5.56,0.67,0.28,1.06,1.21,5.03
Corey Brewer,HOU,SG,16.38,1.37,0.39,2.30,1.17,0.66,0.31,0.78,5.00
Miles Plumlee,CHA,C,12.00,1.96,0.00,2.96,0.41,0.33,0.64,0.62,4.56
Dorian Finney-Smith,DAL,SF,18.32,0.66,0.73,2.70,0.92,0.49,0.35,0.67,4.23
Brian Roberts,CHA,PG,8.75,1.03,0.22,1.01,1.53,0.22,0.05,0.49,4.18
Nicolas Brussino,DAL,PG,12.54,0.57,0.84,2.83,1.59,0.48,0.27,0.79,4.07
Damjan Rudez,ORL,PF,8.68,0.29,1.04,1.00,0.61,0.27,0.06,0.52,3.81
Ed Davis,POR,PF,12.36,1.35,0.00,3.55,0.49,0.26,0.30,0.61,3.51
Noah Vonleh,POR,PF,13.73,1.35,0.08,3.94,0.32,0.27,0.27,0.80,3.51
Pat Connaughton,POR,SG,7.48,0.67,0.33,1.41,0.75,0.14,0.05,0.48,2.73
Tyler Ennis,HOU,PG,5.51,0.81,0.10,0.71,0.94,0.18,0.01,0.57,2.27